,Address,Cusines,Restaurant,Latitude,Longitude,Clusters
952,401 Havelock Road Level 3 Hotel Miramar Singapore (169631),"Buffet, Chinese, Vegetarian Friendly, Dim Sum",Peach Garden (Hotel Miramar),1.2885203,103.8373891,34
953,65 Chulia Street Level 33OCBC Centre Singapore (049513),"Chinese, Vegetarian Friendly, Dim Sum",Peach Garden (OCBC Centre),1.285184,103.8488954,24
954,9 North Buona Vista Drive#02-021 The Metropolis Tower Singapore (138588),"Chinese, Vegetarian Friendly, Dim Sum",Peach Garden (The Metropolis),1.3059208,103.7915907,9
955,301 Upper Thomson Road#01-88Thomson Plaza Singapore (574408),"Chinese, Dim Sum",Peach Garden (Thomson Plaza),1.3547724,103.8314771,32
956,45 Temple Street Singapore (058590),"Chinese, Seafood, Vegetarian Friendly, Dim Sum, Steamboat",Peng Cheng Xiao Chu 彭城小厨,1.2831497,103.8437008,4
957,10 Bukit Chermin Road Mezzanine Singapore (109918),"Chinese, Dim Sum",Peony Jade @ Keppel Club,1.266834,103.8074454,40
958,10 Biopolis Road#01-01Chromos Block Singapore (138670),"Italian, Vegetarian Friendly, Pizza",Peperoni (Biopolis),1.3040831,103.7912893,9
959,95 Frankel Ave Singapore (458221),"Italian, Pizza",Peperoni (Frankel),1.314865,103.9193495,6
960,6 Greenwood Avenue Hillcrest Park Singapore (289195),"Italian, Vegetarian Friendly, Pizza",Peperoni (Greenwood),1.3312371,103.8072633,30
961,3 Temasek Boulevard#B1-130Suntec City Mall Singapore (038983),"Italian, Pizza",Peperoni (Suntec City),1.29503,103.8583026,12
962,267 Upper Thomson Road Singapore (574394),"Italian, Vegetarian Friendly, Pizza",Peperoni (Upper Thomson),1.353611,103.8332532,32
963,56 Zion Road Singapore (247781),"Italian, Pizza",Peperoni (Zion),1.2927324,103.8310451,0
964,78 Airport Boulevard#02-244/245Jewel Changi Airport Singapore (819666),"Modern European, Fusion, Modern Asian",Perch,1.3603912,103.989642,21
965,"Grand Hyatt Singapore,10 Scotts Road,Basement Level,Singapore (228211)","Buffet, Italian, Vegetarian Friendly",Pete's Place,1.3065838,103.8331003,11
966,5 Balmoral Crescent Singapore (259895),"American, Italian",Piatto Bistro Bar,1.3158402,103.8343967,11
967,12 Jalan Kelulut Seletar Hills Singapore (809030),Italian,Pietro Ristorante Italiano,1.3832306,103.8760481,41
968,33 Duxton Road Singapore (089496),"American, Bar, Seafood",Pince & Pints Restaurant and Bar (Duxton),1.2790295,103.8433861,31
969,21 Lorong Liput Singapore (277733),Bar,The Pit Restaurant & Bar,1.3106053,103.7952508,9
970,62 Ubi Road 1Level 11 Rooftop Oxley Bizhub 2Singapore (408734),"American, Italian, Fusion, Pizza",Pizza Addiction (HQ),1.3319006,103.8917054,2
971,8 Haji lane Singapore (189201),"Italian, Vegetarian Friendly, Pizza",Pizza Fabbrica,1.300398,103.859444,8
972,7 Fraser Street#01-01/02Duo Galleria Singapore (189356),"Italian, Pizza",PizzaExpress (Duo),1.2992641,103.8579913,16
973,251 Holland Avenue Holland Village Singapore (278981),"Italian, Pizza",PizzaExpress (Holland Village),1.311264,103.7957241,9
974,78 Airport Boulevard#03-230Jewel Changi Airport Singapore (819666),"Italian, Pizza",PizzaExpress (Jewel),1.3603912,103.989642,21
975,5 Straits View#01-20/21Marina One Singapore (018935),"Bar, Italian, Pizza",PizzaExpress (Marina One),1.2782987,103.8525394,49
976,6 Scotts Road Unit B1-08/09Scotts Square Singapore (228209),"Italian, Pizza",PizzaExpress (Scotts Square),1.305932,103.832888,11
977,302 Beach Road#01-03The Concourse Skyline Singapore (199600),"Italian, Pizza",PizzaFace (Concourse),1.3006998,103.861962,8
978,5 Ridgewood Close Singapore (276696),"Italian, Pizza",PizzaFace (Ridgewood),1.3165552,103.7790207,22
979,46A Prinsep Street#01-01Singapore (188676),"Bar, Greek, Caribbean, Cafe",Place to READ,1.3014027,103.851065,45
980,7 Maju Avenue Serangoon Gardens Estate Singapore (556685),"Bar, Australian",PLONK,1.3652776,103.8654858,10
981,320 Havelock Road Robertson Quay The Warehouse Hotel Singapore (169628),"Local, Modern Asian",Po Restaurant,1.289177,103.837495,34
982,486 Serangoon Road Singapore (218151),Indian,Podi & Poriyal,1.3138746,103.8572289,8
983,18 Marina Gardens Drive#01-09Flower Dome Gardens by the Bay Singapore (018953),"Modern European, Vegetarian Friendly",Pollen,1.2846292,103.8646975,12
984,146 Neil Road Singapore (088875),"American, All-Day Breakfast",The Populus Coffee & Food Co.,1.2782569,103.8406536,31
985,1 Unity Street Park Hotel Clarke Quay Singapore (237983),Modern European,PORTA,1.2914332,103.8423842,34
986,4 Marina Boulevard#01-31The Sail @ Marina Bay Singapore (018986),"Bar, Modern European, Modern Asian",Porters Restaurant & Bar,1.2812533,103.8528303,49
987,66 Bussorah Street Singapore (199479),"Italian, Vegetarian Friendly",Positano Risto,1.3011061,103.8598717,8
988,49 Circular Road Singapore (049404),"Modern European, Italian, Pizza",Positano@RP,1.2859653,103.8495339,24
989,36 Keong Saik Road Singapore (089143),"American, Vegetarian Friendly",Potato Head Singapore,1.2803884,103.8417139,31
990,4 Duxton Hill Singapore (089590),"Modern European, French",Praelum Wine Bistro,1.2793775,103.8429624,31
991,321 Clementi Avenue 3#01-12Singapore (129905),Indian,Prata Alley,1.311998,103.765014,22
992,91 Bencoolen Street #01-17Sunshine Plaza Singapore (189652),"Bar, Thai, Fusion, Cafe",Pratunam Market Place and Bar,1.3005314,103.8508826,45
993,9 Duxton Hill Singapore (089593),"Bar, Chinese, Fusion",Prawn Noodle Bar,1.2793327,103.8428106,31
994,80 Bras Basah Road Level 1Fairmont Singapore Singapore (189560),"Bar, Modern European, Italian, International, Seafood, Cafe, Pizza, Dessert Only, Mediterranean",Prego,1.293396,103.8534619,16
995,182 Cecil Street#03-01/02Frasers Tower Singapore (069547),"Modern European, Vegetarian Friendly",Preludio,1.2786632,103.8474008,4
996,403 Havelock Road Copthorne Kings Hotel Singapore (169632),"Buffet, Local, Peranakan",Princess Terrace Authentic Penang Food,1.2882885,103.8366159,0
997,1 Empress Place Singapore (179555),All-Day Breakfast,Privé (Asian Civilisations Museum),1.287452,103.8513311,24
998,30 Victoria Street#01-33CHIJMES Singapore (187996),"All-Day Breakfast, Burgers",Privé CHIJMES,1.2949233,103.8522688,16
999,3C River Valley Road#01-09Singapore (179019),Burgers,Privé Clarke Quay,1.2958756,103.8397046,38
1000,11 Kent Ridge Drive Storey 4Shaw Foundation Alumni House Singapore (119244),French,Privé Grill @ The University Club,1.2931357,103.7736711,22
1001,2 Keppel Bay Vista Marina At Keppel Bay Singapore (098382),"Australian, All-Day Breakfast",Privé Keppel Bay,1.2640448,103.8125054,40
1002,290 Orchard Road#01-37Singapore (238859),"Bar, All-Day Breakfast, Cafe",Privé Paragon,1.3039054,103.8355763,11
1003,41 Robertson Quay#01-01/02-02Singapore (238236),"Vegetarian Friendly, Cafe",Privé Robertson Quay,1.2911018,103.8402617,34
1004,313 Orchard Road#01-28313@Somerset Singapore (238895),"Bar, All-Day Breakfast, Cafe",Privé Somerset,1.300898,103.838361,38
1005,57 Eng Hoon Street#01-88Block 57Singapore (160057),"Bar, All-Day Breakfast, Cafe",Privé Tiong Bahru,1.2848656,103.8335292,0
1006,501 Orchard Road#01-K1Wheelock Place Singapore (238880),"Bar, All-Day Breakfast, Cafe",Privé Wheelock,1.3047145,103.8305375,11
1007,"20 Lengkok Bahru#01-17Enabling Village, Academy Block Singapore (159053)","Modern European, All-Day Breakfast, British, Cafe",Professor Brawn Bistro (Enabling Village),1.2872392,103.8147884,27
1008,6A Shenton Way#B1-07Downtown Gallery Singapore (068809),"Bar, Australian, Fusion, Seafood, Vegetarian Friendly, Cafe",The Providore (Downtown),1.2781087,103.8491474,4
1009,333A Orchard Road#02-05Mandarin Gallery Singapore (238897),"Bar, Australian, Cafe",The Providore (Mandarin Gallery),1.3020012,103.8368202,38
1010,1 Paya Lebar Link#01-01Singapore (408533),"Australian, Vegetarian Friendly, Cafe",The Providore (PLQ),1.3177101,103.893902,42
1011,7 Raffles Place Singapore (048625),"Vegetarian Friendly, Cafe",The Providore (Raffles Place),1.2838533,103.8519697,49
1012,45 Ann Siang Road#02-02Singapore (069719),"American, Bar, Modern European, Australian, International, South American, Cafe, Pizza, Burgers, Modern Asian",PS.Cafe Ann Siang Hill,1.2806377,103.8460972,4
1013,1110 East Coast Parkway#01-05/06/07Cyclist Park Singapore (449880),"American, Bar, International, Cafe",PS.Cafe East Coast Park,1.3071164,103.9349311,6
1014,1 Kim Seng Promenade#01-155/156Great World City Singapore (237994),"American, Modern European, Australian, International, South American, Cafe, Burgers, Modern Asian",PS.Cafe Great World City,1.2936417,103.8319293,0
1015,28B Harding Road Singapore (249549),"American, Bar, Modern European, Australian, International, South American, Vegetarian Friendly, Cafe, Burgers, Modern Asian",PS.Cafe Harding,1.3046862,103.8110075,20
1016,38A Martin Road#01-02Singapore (239072),"American, Bar, Modern European, Australian, International, South American, Local, Cafe, Pizza, Burgers, Modern Asian",PS.Cafe Martin,1.2921214,103.8380038,34
1017,1 Fullerton Road#02-03B/04One Fullerton Singapore (049213),"American, Bar, Modern European, Australian, International, South American, Vegetarian Friendly, Local, Cafe, Pizza, Burgers, Modern Asian",PS.Cafe One Fullerton,1.2861808,103.854204,49
1018,390 Orchard Road Level 2Palais Renaissance Singapore (238871),"American, Bar, Modern European, Australian, International, South American, Local, Cafe, Burgers, Modern Asian",PS.Cafe Palais Renaissance,1.3067391,103.829583,44
1019,290 Orchard Road#03-41/42Paragon Shopping Centre Singapore (238859),"American, Modern European, Australian, International, South American, Cafe, Burgers, Modern Asian",PS.Cafe Paragon,1.3038699,103.8357982,11
1020,252 North Bridge Road#03-37Raffles City Shopping Centre Singapore (179103),"American, Bar, Modern European, Australian, International, Cafe",PS.Cafe Raffles City,1.2937585,103.8534331,16
1021,42 Upper Circular Road Singapore (049398),"American, Bar, Vegetarian Friendly, Cafe, Pizza, Burgers",The Public House,1.2891451,103.8477725,24
1022,1 Nanson Road Inter Continental Singapore Robertson Quay Singapore (238909),"Bar, Italian, Pizza",Publico Ristorante,1.2901492,103.8386544,34
1023,82 Amoy Street#01-00Singapore (069901),"Korean, BBQ",PUJIM BBQ,1.2807712,103.8469171,4
1024,5 Wallich Street#01-16Singapore (078881),"Spanish, Seafood, Steakhouse",Pura Brasa,1.2765378,103.8462206,31
1025,39 East Coast Road Singapore (428756),Japanese,Q-WA Bar and Yakitori,1.304874,103.9029236,23
1026,103 Beach Road#01-02Marrison Hotel Lobby Singapore (189704),"Bar, Japanese, BBQ",Q-WA Izakaya,1.2978267,103.8571777,16
1027,30 Beach Road#01-16Singapore (189768),Bar,Quaich Bar (South Beach),1.2947261,103.855865,16
1028,390A Havelock Road#01-09/10Waterfront Plaza Singapore (169664),Bar,Quaich Bar (Waterfront Plaza),1.289998,103.8351791,0
1029,16 Enggor Street#01-09Icon Village Singapore (079717),"Fusion, Steakhouse, Local, Southeast Asian",The Quarters,1.2745683,103.8442247,31
1030,"2 Gunner Lane#01-08Block 14, Mess Hall Singapore (099567)",Fusion,Quentin's Bar & Restaurant,1.2532469,103.820743,14
1031,139 Ceylon Road Eurasian Community House Singapore (429744),"Bar, Chinese, Indian, Malaysian, Fusion, Local",Quentin's Eurasian Restaurant,1.3100807,103.8994086,42
1032,39C Harding Road Singapore (249541),Bar,The Rabbit Hole,1.3048733,103.8135205,20
1033,9 Wallich Street Sofitel Singapore City Centre Singapore (078885),"Chinese, French, Vegetarian Friendly",Racines,1.2768338,103.8454143,31
1034,328 North Bridge Road Raffles Arcade Singapore (188719)(Accessible via North Bridge Road entrance),Local,Raffles Courtyard,1.2955861,103.8540165,16
1035,10 Dempsey Road#01-22Singapore (247700),Japanese,Rakuichi Japanese Restaurant,1.3033906,103.8104867,20
1036,6 Short Street Singapore (188213),Japanese,The Ramen House,1.302178,103.8503409,45
1037,787 North Bridge Road Singapore (198755),"Japanese, Fusion",The Ramen Stall,1.3039588,103.8598988,8
1038,3 River Valley Road Block B#01-15Singapore (179021),"American, Bar, Steakhouse",The RANCH Steakhouse By ASTONS,1.2909899,103.8455947,24
1039,"7 Raffles Boulevard Level 3, Pan Pacific Hotel Singapore (039595)","Buffet, Indian, Vegetarian Friendly",Rang Mahal,1.2924176,103.8585852,12
1040,52 Duxton Road Singapore (089516),"Bar, Japanese",Rappu Handroll Bar,1.2782247,103.843358,31
1041,"Blk 1 Tanjong Pagar Plaza #02-30,Singapore (082001)","Thai, Seafood, Vegetarian Friendly",Rattana Thai Restaurant,1.275726,103.842667,31
1042,66 Kampong Bugis#01-01Singapore (338987),"Fusion, South American, Modern Asian",Raw Kitchen Bar,1.3060193,103.8661277,8
1043,11 Kensington Park Road Singapore (557264),"American, Bar, Italian, All-Day Breakfast, Vegetarian Friendly, Cafe, Burgers, BBQ",The Rebel Company Cafe & Bar (Serangoon Gardens),1.3651531,103.8660698,10
1044,180 Albert Street#01-09Village Hotel Albert Court Singapore (189971),"American, Chinese, Fusion, Zi Char",Red Crab,1.3041249,103.8509176,45
1045,1 Cavan Road Singapore (209842),"American, South American, BBQ",Red Eye Smokehouse,1.310826,103.8610745,8
1046,3C River Valley Road#01-02/03The Cannery Singapore (179022),"Seafood, Local, Dim Sum, Zi Char",Red House Seafood (Clarke Quay),1.29102,103.8459532,24
1047,392 Havelock Road#02-00Grand Copthorne Waterfront Hotel Singapore (169663),"Chinese, Seafood, Local, Zi Char",Red House Seafood (Grand Copthorne),1.2900873,103.8353025,0
1048,"68 Prinsep Street,Singapore (188661)","Chinese, Seafood, Local, Dim Sum, Zi Char",Red House Seafood (Prinsep),1.2998409,103.8501126,45
1049,1 Fusionopolis Place Galaxis Singapore (138522),"Bar, Local",Red Noodle & Bottle Bar,1.2996794,103.78726,9
1050,11 Dempsey Road#01-18Singapore (249673),"Vietnamese, Vegetarian Friendly, Cafe",Red Sparrow,1.3042341,103.8100792,20
1051,25A Dempsey Road Singapore (247691),"Bar, German, Pizza",RedDot BrewHouse @ Dempsey Hill,1.3061832,103.8115055,20
1052,6 Raffles Boulevard#02-03/04Marina Square Singapore (039594),"Bar, Fusion, Vegetarian Friendly, Local, Modern Asian",REDPAN,1.2913998,103.8564267,12
1053,30 Victoria Street#01-11/12CHIJMES Singapore (187996),"Bar, Japanese, Steakhouse, BBQ",Renga-Ya,1.2976446,103.8532946,16
1054,3D River Valley Road#01-05Clarke Quay Singapore (179023),Thai,RENNThai,1.2897826,103.8456164,24
1055,76 Duxton Road Singapore (089535),French,Restaurant JAG,1.2782996,103.8431688,31
1056,8 Raffles Avenue#02-23Esplanade Mall Singapore (039802),"Local, Southeast Asian, Modern Asian",Restaurant Labyrinth,1.2897447,103.8562976,12
1057,20 Upper Circular Road B1-49/50The Riverwalk Singapore (058416),"Bar, Italian, Seafood, Vegetarian Friendly",Ricciotti (Riverwalk),1.289265,103.848482,24
1058,51 Fairways Drive Singapore (286965),Modern European,Riders Cafe,1.3429877,103.7972416,17
1059,200 Turf Club Road#01-19The Grand Stand Singapore (287994),Italian,Ristorante Da Valentino Singapore,1.3380084,103.7934418,17
1060,2 Keppel Bay Vista#02-03Singapore (098382),"Bar, Italian, Pizza",Ristorante Palermo,1.2640047,103.8124338,40
1061,356 Alexandra Road#01-07Alexis Condominium Singapore (155948),"Japanese, Italian",Ristorante Takada,1.2913174,103.8074006,27
1062,20 Upper Circular Road#B1-38The Riverwalk Singapore (058416),"Bar, Buffet, Indian",Riverwalk Tandoor,1.2891375,103.8483462,24
1063,1 Fullerton Road#02-06One Fullerton Singapore (049213),Italian,Riviera,1.2857124,103.8539549,49
1064,201 Victoria Street#04-06Bugis+Singapore (188067),"Buffet, Japanese, BBQ",Rocku Yakiniku,1.2995955,103.8542191,45
1065,16 Raffles Quay#01-02A Hong Leong Building Singapore (048581),"Australian, British, Cafe, Burgers",Rookery (Hong Leong Building),1.281186,103.8508349,49
1066,2 Greenwood Avenue Singapore (289189),"Italian, Vegetarian Friendly, Pizza",Roots Mediterranean,1.33135,103.807347,30
1067,"22 Orange Grove Road Mezzanine Level, Tower Wing Shangri-La Hotel Singapore (258350)","Buffet, International",The Rose Veranda,1.3112195,103.8263306,44
1068,15 Merbau Road Singapore (239032),"Bar, Italian, Seafood, Steakhouse, Vegetarian Friendly, Cafe",Rosso Vino,1.2912564,103.8420506,34
1069,3 Temasek Boulevard#01-434Suntec City North Wing Singapore (038983),"Bar, Modern Asian",Route 65 Bar + Kitchen,1.2948418,103.8580765,12
1070,1 Orchid Club Road01-21/22Orchid Country Club Singapore (769162),"International, Halal Certified",Royal Palm @ Orchid Country Club,1.411778,103.8443315,5
1071,2 Gunner Lane02-07Mess Hall Sentosa Singapore (099567),"Buffet, Indian, Vegetarian Friendly",Royal Taj,1.2528382,103.8207408,14
1072,53 East Coast Road Singapore (428771),Thai,Royal Thai,1.3050795,103.9032992,23
1073,122 Middle Road Level 3Mercure Singapore Bugis Singapore (188973),"International, Local",Royale,1.2995871,103.8529888,45
1074,12 Greenwood Avenue Singapore (289204),"Italian, Vegetarian Friendly",RUBATO Italian Restaurant & Wine Bar,1.3312106,103.8070357,30
1075,131 Bencoolen Street#01-01Hotel G Singapore Singapore (189639),"Chinese, Vegetarian Friendly, Dim Sum, Zi Char",Rui Xiang Restaurant 瑞祥美食,1.300881,103.8518192,45
1076,163 Upper Paya Lebar Road Singapore (534857),"American, Bar, All-Day Breakfast, Cafe, Burgers",Runway80,1.3395919,103.88556,2
1077,6 Raffles Boulevard4th Floor Parkroyal Collection Marina Bay Hotel Singapore (039594),"American, Steakhouse",Ruth's Chris Steak House,1.2917922,103.8571184,12
1078,38 Carpenter Street#01-01Singapore (059917),"Bar, Local, Modern Asian",RVLT,1.2879888,103.8478253,24
1079,"31 Ocean Way #01-02,Quayside Isle Singapore (098375)",Spanish,Sabio By The Sea,1.24805,103.8415831,29
1080,"1 Fullerton Road#02-02B, One Fullerton Singapore (049213)","Modern European, French, Vegetarian Friendly",Saint Pierre,1.2857124,103.8539549,49
1081,1 Fusionopolis Place#2-03Galaxis Singapore (139552),Indian,Salaam Bombay,1.3004512,103.7871501,9
1082,12 Purvis Street Singapore (188591),Australian,Salted & Hung,1.2965458,103.855279,16
1083,1 Netheravon Road Changi Village Hotel Singapore (508502),"Buffet, International, Halal Certified, Modern Asian",Saltwater,1.3904644,103.9860557,7
1084,2 Tanjong Katong Road#01-05PLQ3 Singapore (437161),"Italian, Pizza",Salvo by Pasta Fresca,1.3158708,103.8935559,42
1085,63 Boat Quay Singapore (049851),"Chinese, Fusion, Southeast Asian, Modern Asian",The Sampan,1.2876603,103.8492684,24
1086,404 Telok Blangah Road Singapore (098840),"Chinese, Seafood, Steamboat",San Laksa Steamboat,1.2697846,103.8138391,40
1087,1 Joo Koon Circle#03-26Fair Price Hub Singapore (629117),"Chinese, Local, Dim Sum",San Yuan Ge,1.3269112,103.6784659,28
1088,920 East Coast Parkway#01-28/92Parkland Green Singapore (449875),"American, Bar, Buffet, Modern European, Italian, Australian, Fusion, International, Seafood, British, Cafe",SandBank,1.2988825,103.90615,23
